business_id,vector
OQ2QdaD0StfptJXv15KSkw,[nan nan nan nan nan nan nan nan]
OR2EMf4DriZ2I-GDBtbzKQ,"[0.23258786 0.23258786 0.23258786 0.23258786 0.23258786 0.24353133
 0.23258786 0.23258786]"
OSKdOOMb1rMluyT8N_GLkg,"[0.35617398 0.35617398 0.35617398 0.35617398 0.36867398 0.35617398
 0.35617398 0.36011338]"
OTMKPz-000UxEN-jBFMA9w,[1.255625 1.255625 1.255625 1.255625 1.255625 1.255625 1.255625 1.255625]
OVPTnFl3shkLCU4FhWsSBg,"[0.23416832 0.23416832 0.23416832 0.23416832 0.23416832 0.23416832
 0.23416832 0.23416832]"
OX-hZ2H7XD242njkjDnX3A,[nan nan nan nan nan nan nan nan]
OZO5VM3ArqryBSJ-tyTkhw,"[0.23041005 0.23041005 0.23041005 0.23041005 0.23041005 0.23041005
 0.23041005 0.23041005]"
O_7iW0VKtwbozdrHeADuFQ,"[0.08924214 0.08924214 0.08924214 0.08924214 0.08924214 0.08924214
 0.08966077 0.08924214]"
OaMDkgb8lvcaI8tU8jqOaQ,"[0.25145697 0.25145697 0.25145697 0.25145697 0.25145697 0.25145697
 0.25145697 0.25145697]"
OaWCIkOFdyTeU30dWm-jtA,"[0.18653974 0.18653974 0.18653974 0.18695931 0.18653974 0.19140085
 0.18625039 0.18653974]"
ObWW6AL74mJLNJVhj5hTJQ,[nan nan nan nan nan nan nan nan]
Oe6cb42EkFvIWwEIooY-OQ,[nan nan nan nan nan nan nan nan]
OeoodxU46qklByrHmrNWJA,"[0.05360758 0.05360758 0.05360758 0.05360758 0.05360758 0.05360758
 0.04869091 0.05777425]"
OewmelJtLYMKqsNYriYL_g,"[0.03484848 0.03484848 0.03484848 0.03484848 0.03712121 0.03712121
 0.03484848 0.03484848]"
OfbcjpiiBKf6Bw6W4nlL0A,"[0.32477954 0.32477954 0.32477954 0.32477954 0.32477954 0.32477954
 0.32477954 0.32477954]"
OgmeiC9b70UDLEsv-G0p5A,"[0.07061111 0.07061111 0.07061111 0.07061111 0.07061111 0.07061111
 0.07061111 0.07061111]"
OgpFnMfx1R_Aw4rZfLRuKQ,[nan nan nan nan nan nan nan nan]
OmNg_eDrUmqr1fCwpHxIjQ,[0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08]
OmSXZK0wHE8JY-0vg84P3A,"[0.07897418 0.07897418 0.07897418 0.07897418 0.07897418 0.07897418
 0.07897418 0.07897418]"
Omo7BPv_bP6Zd3IqGpReIg,"[0.12175425 0.12175425 0.12175425 0.12175425 0.12175425 0.12175425
 0.12175425 0.12175425]"
OmtBdfPNZKdjjxXQMHnesg,"[0.25419643 0.25419643 0.25419643 0.25419643 0.25419643 0.25419643
 0.25419643 0.25419643]"
OnQQNn6jLij4csM0OF4yVg,[nan nan nan nan nan nan nan nan]
OpNZq9HhqiCHUIqoVRfj7A,"[0.11930093 0.11930093 0.11930093 0.16559722 0.11930093 0.11930093
 0.16559722 0.11930093]"
OpZqXtWt6u_1k-J9nDtARQ,"[0.09081633 0.09081633 0.09081633 0.09081633 0.09081633 0.09081633
 0.09081633 0.09081633]"
OprxDZ7Qrw7EWmpEfASj4w,"[0.06619247 0.06619247 0.06619247 0.06252243 0.06619247 0.06619247
 0.06619247 0.06619247]"
OpuoDqRO2kSnyYq1Rg0GIA,"[0.10288804 0.10288804 0.10288804 0.10288804 0.10288804 0.10288804
 0.10574519 0.10379714]"
OqERAAmawmB0oIAQP8-Ezg,"[0.07137639 0.07137639 0.07137639 0.07251276 0.07274037 0.077437
 0.07480293 0.07137639]"
OqsntE2XtHITgYUcIFmK9w,"[0.2212377  0.2212377  0.2212377  0.2212377  0.2212377  0.2212377
 0.23828315 0.22604539]"
Os16U1qPeLuAJW5dqBdJPw,"[0.93333333 0.93333333 0.93333333 0.93333333 0.93333333 0.93333333
 0.93333333 0.93333333]"
Os2GLMOyF39NV6obOdQAug,[nan nan nan nan nan nan nan nan]
OsfETbIyaVdpv-wEX1oaTA,[-0.0375 -0.0375 -0.0375 -0.0375 -0.0375 -0.0375 -0.0375 -0.0375]
OszoMGV3waZNE0u4K0YgwQ,"[0.03434808 0.03434808 0.03434808 0.03434808 0.03434808 0.03743716
 0.03409383 0.03478458]"
Ouh38adC9WbCRSSyYGtL3Q,[nan nan nan nan nan nan nan nan]
OvOA6GeptpmHJXL6o2oa6A,[nan nan nan nan nan nan nan nan]
Ow49N8V5pLnKx2g1X7pf0Q,"[0.12988233 0.12988233 0.12988233 0.12988233 0.12988233 0.12988233
 0.12988233 0.12988233]"
OwC_ID_nwKtu1g9fimkfdw,"[0.08078331 0.08275301 0.08244998 0.08026248 0.08286664 0.08078331
 0.08135149 0.08411664]"
OwRLckKwhs2PPx3t3lpEEA,[nan nan nan nan nan nan nan nan]
OwTVM5D35QQlwnzEodMZeQ,"[0.1620194 0.1620194 0.1620194 0.1620194 0.1620194 0.1620194 0.1620194
 0.1620194]"
Owf97Xi_MF2WUXwGeJ5R0g,"[0.05987718 0.05987718 0.05987718 0.05987718 0.06047061 0.05987718
 0.05987718 0.05987718]"
Ox--KEwiHElBhu_kU37FpA,[nan nan nan nan nan nan nan nan]
OxVp28KMrUC9DRimFVdacQ,[nan nan nan nan nan nan nan nan]
Oy77O6tlo0JKERk0siiq1A,"[-0.03098291 -0.03098291 -0.03098291 -0.03098291 -0.03098291 -0.03098291
 -0.03098291 -0.03098291]"
OyU2EVETcBOAC3kw8lYXww,"[-0.00516667 -0.00516667 -0.00516667 -0.00516667 -0.00516667 -0.00516667
 -0.00516667 -0.00516667]"
OydsGlByp95DfRLqF9qNYw,"[0.14045391 0.14045391 0.14045391 0.14045391 0.14270616 0.14045391
 0.14045391 0.15235867]"
P-K4bpdgkRhVAUdhkG1Ovw,"[0.03141534 0.03141534 0.03141534 0.03141534 0.03141534 0.03141534
 0.03141534 0.03141534]"
P-KakUG8cVHZOBr_lb0bUA,"[0.13477856 0.13477856 0.13477856 0.13477856 0.13477856 0.2181119
 0.13586653 0.13477856]"
P-na-PyTJTL-uZ15vEg6zA,"[0.19957217 0.19957217 0.19957217 0.19957217 0.19957217 0.19957217
 0.19957217 0.19957217]"
P00x4L4vTRNsKL-UA4EtCw,[nan nan nan nan nan nan nan nan]
P0IY-8h2q--Uiw6vKIJ3QQ,[nan nan nan nan nan nan nan nan]
P0k48-YlKuxskB7ys2Ir0A,[nan nan nan nan nan nan nan nan]
P4kFl1wBa9iXcSqZScb03w,"[0.31666667 0.31666667 0.31666667 0.31666667 0.31666667 0.31666667
 0.31666667 0.31666667]"
P5ISHdbAHe_IZ_FvxDItWw,"[0.25730686 0.25730686 0.25730686 0.25730686 0.25730686 0.25730686
 0.25730686 0.25545501]"
P5VtqamycWfDkS2_v-qU_Q,"[0.4033977 0.4033977 0.4033977 0.4033977 0.4033977 0.4033977 0.4033977
 0.4033977]"
P5pCkk1iC97qy1ZCOjouDQ,"[0.14181878 0.14181878 0.14181878 0.14181878 0.14181878 0.14181878
 0.14181878 0.14181878]"
P6Am5JzSmVunn7qRzphhtg,[nan nan nan nan nan nan nan nan]
P6Mvz9snZnSq_JW1n15gng,"[0.17857143 0.17857143 0.17857143 0.17857143 0.20089286 0.19940476
 0.17857143 0.17857143]"
P6_3U00OK_mhPsyYabYPMA,"[-0.01918724 -0.01918724 -0.01918724 -0.01918724 -0.01918724 -0.01918724
 -0.01918724 -0.01918724]"
P74YvHAir-KYRMKUInG5pQ,"[0.23817202 0.23817202 0.23650535 0.23817202 0.23817202 0.23817202
 0.23817202 0.23817202]"
P769BLnOFAySKzUfMY4hTA,"[0.04430556 0.04430556 0.04430556 0.04430556 0.04430556 0.04430556
 0.04430556 0.04430556]"
P7ECyN4knxYTqOLXAezCBg,"[0.25101587 0.25101587 0.25101587 0.25101587 0.25101587 0.25101587
 0.25101587 0.25101587]"
P7LdWwzWBJWOcgVJHpesMg,"[0.11027778 0.11027778 0.11027778 0.11027778 0.11027778 0.11027778
 0.11027778 0.11027778]"
P7sMZThcBN2U9SrgP0h7XQ,"[0.20661616 0.20661616 0.20661616 0.20661616 0.20661616 0.20661616
 0.20661616 0.20661616]"
P7ubFcDn8M_jf4IIJpy3EA,"[0.14409722 0.14409722 0.14409722 0.14409722 0.14409722 0.14409722
 0.14409722 0.15277778]"
P8AV927sZLwWzbTtEY-apA,"[0.10833333 0.10833333 0.10833333 0.10833333 0.10833333 0.10833333
 0.10833333 0.10833333]"
P8lQZVq2C0Fozkst_VQynw,"[0.16720168 0.16720168 0.16720168 0.16720168 0.16720168 0.16720168
 0.16720168 0.16720168]"
P9CJof1u3JaIj_gE7isuew,"[0.44428571 0.44428571 0.44428571 0.44428571 0.44428571 0.44428571
 0.44428571 0.44428571]"
P9KhwXBuHkJEif6TTJsGuQ,[nan nan nan nan nan nan nan nan]
PAAg69NKRviM8Kq2hD2bLg,"[0.055053  0.055053  0.055053  0.055053  0.055053  0.055053  0.055053
 0.0597405]"
PAGQV-7Q7hMUjwKGIVH4_w,"[0.02997076 0.02997076 0.03034594 0.03274854 0.03274854 0.02997076
 0.02798663 0.0296533 ]"
PAQDGqCjpEo9PaCOtvpL2A,[nan nan nan nan nan nan nan nan]
PBgpBXSjEoVItVDkG7eqpA,"[0.13361472 0.13361472 0.13361472 0.13361472 0.13361472 0.13361472
 0.13361472 0.13361472]"
PCaQ68jSOcDcGnLbK0HK8w,[0.3125 0.3125 0.3125 0.3125 0.3125 0.3125 0.3125 0.3125]
PCdxddtEtNuo9vyGqGqVGg,[0.215 0.215 0.215 0.215 0.215 0.215 0.215 0.215]
PDpcpPWFD22KJtHv_510iA,"[-0.07569229 -0.07569229 -0.07569229 -0.07569229 -0.07569229 -0.07569229
 -0.05177924 -0.07569229]"
PELJ87HToX0WjQiPR9HpGw,[nan nan nan nan nan nan nan nan]
PERCOYjFcIkwTaqOWz9G6w,[nan nan nan nan nan nan nan nan]
PEnYG0y6dWTr53MpHtKXnw,"[0.12419064 0.12419064 0.12419064 0.12419064 0.12419064 0.12419064
 0.12419064 0.12419064]"
PF5rHGGZ93i7UJP9Fsvgmg,[nan nan nan nan nan nan nan nan]
PFgNgewklpR-KHvJRD5D4g,[nan nan nan nan nan nan nan nan]
PGszGCfreZpxdso-YPsGlA,"[0.33023438 0.33023438 0.33023438 0.33023438 0.33023438 0.33023438
 0.33023438 0.33023438]"
PH786Tx3L-WnNqnR1QH8NQ,"[0.2405688  0.24135736 0.24051211 0.2405688  0.24716106 0.24220019
 0.26883116 0.2405688 ]"
PHBnpKMravHKtvYc25CGlg,[nan nan nan nan nan nan nan nan]
PH_DVeKQBgwcS4dguqyXDA,"[0.1046746  0.1046746  0.1046746  0.1046746  0.1046746  0.1046746
 0.12336673 0.1046746 ]"
PJerxJc0SN9h6hXlqSQc5w,[nan nan nan nan nan nan nan nan]
PKuUfy9BUk9LsMgzDIRr8A,"[-0.00281884 -0.00281884 -0.00281884  0.00283592 -0.00932926 -0.01157305
  0.00096904 -0.00281884]"
PNTyiqS7R-0c1ofxOfDijQ,[nan nan nan nan nan nan nan nan]
PNbX4mT6krRy_I0il8Il4Q,[nan nan nan nan nan nan nan nan]
PNzir9TtJAD7U41GwR98-w,[nan nan nan nan nan nan nan nan]
POHkFpj48aurUr6NyKynBg,"[0.49555556 0.49555556 0.49555556 0.49092593 0.49555556 0.49555556
 0.49555556 0.49555556]"
PQWE8a6Opjiuzt7DaX2R6Q,[nan nan nan nan nan nan nan nan]
PQWWJ3oKd9WuJizw-b8eog,[nan nan nan nan nan nan nan nan]
PR1u3jlwNZC0Z2viweTpLA,"[0.1953869  0.1953869  0.1953869  0.20736607 0.19767857 0.1953869
 0.19249338 0.1953869 ]"
PRCplK51opvt-vzpSETp9w,"[0.01904091 0.01935409 0.01904091 0.01904091 0.01904091 0.01904091
 0.0225744  0.01747841]"
PRiRhKH7N07jVroXMWz_UA,"[0.1114041  0.1114041  0.1114041  0.11066005 0.1114041  0.11244577
 0.1114041  0.1114041 ]"
PS14NMUMJuyiKSTSxL_IEQ,"[0.14990103 0.14990103 0.12609151 0.14990103 0.14990103 0.14990103
 0.14295659 0.14990103]"
PSKqOsw-M9ZengMn9KU6rg,"[0.41212091 0.42305841 0.41212091 0.41212091 0.41212091 0.41212091
 0.42346205 0.41212091]"
PSo6QREcGRKQTvk2rvb1yQ,"[0.11272096 0.11272096 0.11272096 0.11272096 0.11272096 0.11272096
 0.07272096 0.11272096]"
PV1Pc_mkyOICRDzz6aAecQ,[nan nan nan nan nan nan nan nan]
PV2_lV2uNmSbZW7ZhHZasg,[0.1075 0.1075 0.1075 0.1075 0.1075 0.1075 0.1075 0.1075]
PWOpZanH8AS9JwfMv5k9pQ,"[0.29293056 0.29293056 0.29293056 0.29293056 0.29293056 0.29293056
 0.29918056 0.29293056]"
PWW_jT4tHP_r1S18ePJyTQ,[nan nan nan nan nan nan nan nan]
PWwFsgyPFCEhXRHhYVXfGQ,[nan nan nan nan nan nan nan nan]
PWwWF_ywSaJHLdSbIjMuhw,[nan nan nan nan nan nan nan nan]
PXlYv-zlSwQPFUk1HQP3pA,[nan nan nan nan nan nan nan nan]
PZMpjUQ9_JVCf4Htu6vZYg,"[0.10549686 0.10549686 0.10549686 0.10549686 0.10549686 0.10549686
 0.10469753 0.10596767]"
P_g8jiatxxPxAh0lPBNAgA,"[0.00733586 0.00733586 0.00733586 0.00733586 0.00733586 0.00733586
 0.00733586 0.00733586]"
PaZLKfa3kV65LFhKrq-IIw,"[0.04345238 0.04345238 0.04345238 0.04345238 0.04345238 0.04345238
 0.04345238 0.04345238]"
Pc-rtJM6uRNBRC-U9Pdn7g,"[0.20626543 0.20626543 0.20626543 0.20626543 0.20626543 0.20626543
 0.20626543 0.20626543]"
PcBKdQp-ooXlB9CEPxzkpQ,"[0.01166667 0.01166667 0.01166667 0.01166667 0.01166667 0.01166667
 0.01166667 0.01166667]"
PcGN48_bvilVFEZILV3tOw,"[-0.0891643  -0.0891643  -0.0891643  -0.08957801 -0.0891643  -0.08794902
 -0.08665528 -0.08794902]"
Pd9cq5LkReRCNsgyh19wJQ,"[0.32382812 0.32382812 0.32382812 0.32382812 0.32382812 0.32382812
 0.32382812 0.32382812]"
PdrieoFzM9qb9pQ3-JeXBQ,"[0.17042576 0.17042576 0.17042576 0.16070354 0.17042576 0.17042576
 0.17042576 0.17042576]"
PemIjb9HjnTr5t6XW2sZ5A,[0.333125 0.333125 0.333125 0.333125 0.333125 0.333125 0.333125 0.333125]
PgpO8RswM-xOitG4PBNo1w,[nan nan nan nan nan nan nan nan]
PhY7cJl8pe7X69twMaUrcg,"[0.20782407 0.20782407 0.20782407 0.20782407 0.19162037 0.20782407
 0.20782407 0.20782407]"
PhcLP3OSbFnL-_IFVKNv6A,"[0.18309524 0.18309524 0.18309524 0.18309524 0.18309524 0.18309524
 0.18309524 0.18309524]"
Pi6qJ0GrIfeeVgLg1iK3PQ,[nan nan nan nan nan nan nan nan]
Pm6LSrQySKyLS5b_a6CGSA,[nan nan nan nan nan nan nan nan]
Pmb9R4aEyMWVYCIStUZBTg,"[0.28268458 0.28268458 0.28268458 0.28268458 0.28268458 0.29150538
 0.28268458 0.29161315]"
PmkXtqIcjQGpNShB8yTSrA,[nan nan nan nan nan nan nan nan]
Pppgw1XLOzcbfgUataz8CA,"[0.16005291 0.16005291 0.16005291 0.16005291 0.16005291 0.16005291
 0.16005291 0.16005291]"
PrCIWEj4-88nMg2jSS4u4Q,"[0.29216667 0.29216667 0.29216667 0.29216667 0.29216667 0.29216667
 0.29216667 0.29216667]"
PrVj8-FXKYv2EIlzC9gupg,"[0.16157176 0.16157176 0.16210368 0.16157176 0.16157176 0.16157176
 0.16157176 0.16316751]"
PrsPFZr1QCwJw92eawVLJw,[-0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1]
PrwXfYk-EZpiw5aehyBzzg,[nan nan nan nan nan nan nan nan]
PssNPwuSuOjHAx5WGhgbyg,"[0.3702735  0.3702735  0.3702735  0.3702735  0.3702735  0.39787271
 0.3702735  0.3691541 ]"
PuB-oSX_fMh0822kChScrA,[nan nan nan nan nan nan nan nan]
PuJicbFBW8VFAbXI1MS9Tw,"[0.23518084 0.23518084 0.23518084 0.23518084 0.23518084 0.23518084
 0.2339603  0.23518084]"
PvCLsIPxemhQpcafIfeg6A,[0.062 0.062 0.062 0.062 0.062 0.062 0.062 0.062]
Pw0OGjlsUz28_-yLWfKKCQ,"[0.15321429 0.15321429 0.15321429 0.15321429 0.15321429 0.15321429
 0.15321429 0.15321429]"
PwAy3Mc-rnrqz_7ltAZCxA,"[0.06090581 0.06090581 0.06090581 0.06090581 0.06090581 0.06090581
 0.06090581 0.06090581]"
Px3r9-xdw5ievyDThVZKig,"[0.55680556 0.55680556 0.55680556 0.55680556 0.55680556 0.68180556
 0.55680556 0.55680556]"
Px6nQ8DtMy6gDylIdPNl8g,"[0.03691547 0.03691547 0.03691547 0.03691547 0.03691547 0.03691547
 0.03691547 0.03691547]"
PxTKXsdYqoFHWAG2amz0XQ,[nan nan nan nan nan nan nan nan]
Pxu7hNpF41CMZ8aj4h80kA,"[0.16371903 0.16330236 0.16371903 0.16371903 0.16371903 0.16871903
 0.16330236 0.16371903]"
PycR_Mr5jA9jB4Xg3nX0Yw,[nan nan nan nan nan nan nan nan]
Pyz3qzdtfwia7M9wsXQ9PQ,"[0.0569697  0.0569697  0.0569697  0.0569697  0.06363636 0.0569697
 0.14363636 0.0569697 ]"
Pz0zekE_FPW7CH5TA1ytaw,[nan nan nan nan nan nan nan nan]
PzZgojc8H01p77OAEkh_jg,"[0.19803298 0.19803298 0.19803298 0.19803298 0.19789756 0.20098784
 0.19846574 0.1973993 ]"
Q-omXDU8qadIqEvftzu-tA,[nan nan nan nan nan nan nan nan]
Q0EZmATxDphzRMszNV2LVg,[nan nan nan nan nan nan nan nan]
Q0zQAXu_8BOIlrxUENjxpQ,"[0.1119616  0.1119616  0.1119616  0.1119616  0.1119616  0.1119616
 0.1119616  0.10955776]"
Q1DRgiEWLSt0Y7gHyLuxjg,"[0.13681074 0.13681074 0.13681074 0.13681074 0.13681074 0.13681074
 0.13681074 0.13681074]"
Q1GhjqlLENaT383k9Ex5wg,"[0.14937516 0.14937516 0.14937516 0.14937516 0.14937516 0.14937516
 0.14937516 0.14937516]"
Q1itFc-ptu1hGIAMWU0qBw,[nan nan nan nan nan nan nan nan]
Q1yKQF6ZRPPrUHmnSZfmgw,[0.071875 0.071875 0.071875 0.071875 0.071875 0.071875 0.071875 0.071875]
Q22dsBlfL9P7YNfrAs9lGQ,"[0.16850558 0.16850558 0.16850558 0.16850558 0.16850558 0.16850558
 0.16850558 0.16850558]"
Q2AJbg-_uNnjBPW7LYNqpw,"[0.21411778 0.21411778 0.21411778 0.21536778 0.21411778 0.21411778
 0.21411778 0.21036778]"
Q2nMlpsRP70WbT_rSVpI-Q,"[0.22331987 0.22479557 0.22956987 0.22331987 0.27017172 0.22331987
 0.22331987 0.22331987]"
Q3i1_alMGNU9hF-0UqIMKg,"[0.1124596 0.1124596 0.1124596 0.1124596 0.1299596 0.1124596 0.1124596
 0.1299596]"
Q3lCdp_Qge5nNQ-4uTkzjQ,[nan nan nan nan nan nan nan nan]
Q6IElNydNFuQjY8P3rd4Fg,"[0.21266055 0.21266055 0.21266055 0.21266055 0.21266055 0.2243793
 0.21266055 0.21266055]"
Q8AutZN3WoZb69D9bsCGUw,[nan nan nan nan nan nan nan nan]
Q8GBjqGjamI3b2ZaPQNa_Q,[nan nan nan nan nan nan nan nan]
Q8fegEPx_6wsaF2R78LA4A,"[0.10313853 0.10313853 0.10313853 0.10313853 0.10313853 0.10313853
 0.10313853 0.10313853]"
Q8qRV-hKCUuWtQlppLv5ng,[0. 0. 0. 0. 0. 0. 0. 0.]
Q9is4jcGh5FT_1sAKilu6g,[nan nan nan nan nan nan nan nan]
QAilTGs5JeHVkoCh769RHg,[nan nan nan nan nan nan nan nan]
QB-NOdy0DwZcq2GQFuKv2w,"[0.12510989 0.12510989 0.12510989 0.12510989 0.12510989 0.12510989
 0.12510989 0.12510989]"
QBIfqIgZLZsq0wIDO27FOQ,[nan nan nan nan nan nan nan nan]
QC5GI-9fK7j0arQ02vQ7nQ,[nan nan nan nan nan nan nan nan]
QCnT5MdeWrbZ2SjvDY4_cQ,"[0.05863889 0.05863889 0.05863889 0.05690278 0.05863889 0.05551389
 0.05863889 0.05863889]"
QD5BGOCN8giYUkvxO85mjQ,[nan nan nan nan nan nan nan nan]
QFMiKdWCaYAORH7rIMKSrg,"[-0.03622364 -0.03622364 -0.03622364 -0.03622364 -0.03622364 -0.03622364
 -0.03622364 -0.03622364]"
QGTktEHxPfgpxrcO4Q4l-g,[nan nan nan nan nan nan nan nan]
QGTnpH5B89MEG6WDuEGrIA,"[0.21530556 0.21530556 0.21530556 0.21530556 0.21530556 0.21530556
 0.21530556 0.21530556]"
QHxlX6RMnwiAuHh4yLN7Kw,"[0.8503858 0.8503858 0.8503858 0.8503858 0.8503858 0.8503858 0.8503858
 0.8503858]"
QI47MZl-jMMi3-WR6y6BXA,[0. 0. 0. 0. 0. 0. 0. 0.]
QI9ePEH2N9TzWlK9dIRKDw,"[0.18836071 0.18836071 0.18836071 0.18836071 0.18836071 0.17836071
 0.18836071 0.18836071]"
QIJxtz1zrakTZDgyTNm5hw,"[-0.06607143 -0.06607143 -0.06607143 -0.06607143 -0.06607143 -0.06607143
 -0.06607143 -0.06607143]"
QIQpvNaOLDJYb6KhOMAx0g,[nan nan nan nan nan nan nan nan]
QJMRAjCIuqrHGmeAZeYzOQ,[nan nan nan nan nan nan nan nan]
QJl-EAKJQjUZoBBQPKhCgg,[nan nan nan nan nan nan nan nan]
QMI6A2H1N3SwKU69SiASJA,[nan nan nan nan nan nan nan nan]
QNS-H_bUfjTWZGxlTBZ_Dg,"[0.07833333 0.07833333 0.07833333 0.07833333 0.07833333 0.07833333
 0.07833333 0.07833333]"
QPGUwrNKOl5RmB1_iOwL-A,"[0.1325248 0.1325248 0.1325248 0.1325248 0.1325248 0.1325248 0.1325248
 0.1325248]"
QQkogXJsN5zXFINXiVJS6w,"[0.08473141 0.07248394 0.08314411 0.07248394 0.08473141 0.08473141
 0.08473141 0.08473141]"
QS3QxI7u5PRdtbGgI0-UsA,[nan nan nan nan nan nan nan nan]
QSGerT1enEKlvJnYkwthHQ,[nan nan nan nan nan nan nan nan]
QTN5ZNxCG33tMTso871s1A,"[-0.06666667 -0.06666667 -0.06666667 -0.06666667 -0.06666667 -0.06666667
 -0.06666667 -0.06666667]"
QUDbVp8p3vNK5dxeSrOalw,[nan nan nan nan nan nan nan nan]
QUQAxpzjx0A7_aMpwEIdpg,[nan nan nan nan nan nan nan nan]
QX9_WcbCLE9IG_Aig-1Rwg,[nan nan nan nan nan nan nan nan]
QXg8-xvdDP8AqeOBPbrXMA,"[0.25226733 0.25226733 0.25447692 0.25303219 0.25226733 0.25886989
 0.25143437 0.25217959]"
QXkgpCZOTNrrz1SxCukB8A,"[0.08563964 0.08563964 0.08563964 0.08563964 0.08563964 0.08563964
 0.08563964 0.08563964]"
Q_BzLkCJWf0iB1wfRWcnZw,"[0.13199538 0.13199538 0.13199538 0.13663823 0.13199538 0.13199538
 0.12794776 0.13199538]"
Q_Od64AKPKB52e9Qjdew5A,"[0.19637897 0.19637897 0.19637897 0.19637897 0.19637897 0.19637897
 0.19637897 0.19637897]"
Q_ZqXNa5I753FOkA28R82Q,[nan nan nan nan nan nan nan nan]
Q_jcNwx1MiN8SceiSMweNQ,[nan nan nan nan nan nan nan nan]
QaMb5uqUmC4Zm4aNVzM8kQ,"[0.20991393 0.2094878  0.20991393 0.21217337 0.20924576 0.20988923
 0.21210063 0.21149796]"
QaNU09Cmwi4CrEYO_ebYNg,[nan nan nan nan nan nan nan nan]
QdCu69u7e_G9CXL59BDaqg,"[0.24222222 0.24222222 0.24222222 0.24222222 0.24222222 0.24222222
 0.24222222 0.24222222]"
QdJrL3HTHguxKzf7ZitW7g,[nan nan nan nan nan nan nan nan]
Qd_hAnubnVyn9mvL6ajEgw,"[0.04803298 0.04803298 0.04803298 0.04803298 0.04803298 0.04803298
 0.05005318 0.04576025]"
Qe1RebhetlYVcdejqZWYRA,"[0.16235373 0.16146087 0.165706   0.16235373 0.18937754 0.17501156
 0.16876156 0.16146087]"
QftNIyspVW7eTlJ5hHciww,"[0.05459325 0.05459325 0.05459325 0.05459325 0.05459325 0.05459325
 0.05459325 0.05459325]"
Qg-PWzzFLbjgxau4j9H3BA,"[0.11666667 0.11666667 0.11666667 0.11666667 0.11666667 0.11666667
 0.11666667 0.11666667]"
QgXTuzc_i8dO_p2XD7PP0Q,"[0.14057748 0.14057748 0.14059382 0.14057748 0.14057748 0.14057748
 0.14057748 0.14175395]"
QgYgMaxMSRqWLk0A1DnQVA,"[-0.09702343 -0.09702343 -0.09702343 -0.09702343 -0.09702343 -0.09702343
 -0.09702343 -0.09702343]"
QgdvQbhKAdeIn-mTssrG8g,[0.2875 0.2875 0.2875 0.2875 0.2875 0.2875 0.2875 0.2875]
Qgy0myBispmwq6f9xmfK-w,"[-0.00623008 -0.00623008 -0.00623008 -0.01247347 -0.01247347 -0.00584119
 -0.00358398 -0.00267452]"
QgzYX2DOVBOZyeBRzFw8cg,[nan nan nan nan nan nan nan nan]
QiWwJiV27YFscyJAkAyrtw,[nan nan nan nan nan nan nan nan]
QiY_HMcR2fwp50roU2FIcQ,[nan nan nan nan nan nan nan nan]
QirKCHzq1vx421_vPmeP0A,"[0.00125473 0.00125473 0.00125473 0.00125473 0.00125473 0.00125473
 0.00212279 0.00125473]"
QiyBtyM0wZCUF67pAINcHw,"[0.08566989 0.08566989 0.08566989 0.08566989 0.08193057 0.15169998
 0.08566989 0.08566989]"
QjZNLqhYjGSSH3yyjB8fmA,"[0.20549875 0.20549875 0.20549875 0.20549875 0.20549875 0.20518546
 0.20835001 0.20111159]"
Qks0yw3bGWr_F6rLLWmOXw,"[0.2013246  0.19576904 0.19576904 0.19576904 0.19576904 0.19576904
 0.1961183  0.1913709 ]"
Qla8LBXT2Ap08CNFhEDZ9g,"[0.4377962 0.4377962 0.4377962 0.4377962 0.4377962 0.4377962 0.4377962
 0.4427962]"
QlobBxcmbRcxjJs9hWLJsA,[0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04]
QmQCw_y9C1VEYUVPALh2MQ,"[0.15280303 0.15280303 0.15280303 0.15280303 0.15280303 0.15280303
 0.15280303 0.15280303]"
QmWR-xog8pScB-MWwYEqHg,"[0.13756955 0.13756955 0.13904014 0.13756955 0.13756955 0.13756955
 0.13756955 0.13756955]"
QmhK0eeBziRfFjnkYzXEHQ,"[0.16387194 0.16387194 0.16387194 0.16387194 0.16387194 0.16387194
 0.16317309 0.16387194]"
QnShk0Trww50BgVjlH1B_g,"[-0.13089944 -0.13089944 -0.13089944 -0.13089944 -0.12494706 -0.13089944
 -0.13089944 -0.13089944]"
QosqxBQrGR0o6Gx9mlcMmg,[nan nan nan nan nan nan nan nan]
QpBF6D6CLYA1x5g_3EFr5g,"[0.13102381 0.13102381 0.13102381 0.13102381 0.13102381 0.13102381
 0.13102381 0.13102381]"
QpSUvreiuTGDjZ8dMKYDTg,"[0.21750639 0.21703764 0.21958972 0.21750639 0.21750639 0.21750639
 0.21935163 0.21750639]"
QprcsinZiEmrE3fNtzpyDg,"[0.28611111 0.28611111 0.28611111 0.28611111 0.22777778 0.28611111
 0.28611111 0.28611111]"
QpuaoIw0kSU_SI3pvA-1UA,"[-0.03578431 -0.03578431 -0.03578431 -0.03578431 -0.03578431 -0.03578431
 -0.04558824 -0.03578431]"
